Method,Run,BestSol,EuclideanCost,ManhattanCost,ExecutionTime,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,0,14 16 18 17 11 15 13 7 8 4 3 9 19 5 12 10 6 2 1 0,32.19348530673794,38,0.307666540145874,0.95,1.0946082664132941e-54,1000,,,
RRT,0,14 16 18 4 5 7 13 6 10 12 8 3 17 15 0 1 2 19 9 11,46.49953268861343,62,0.11935043334960938,0.125,,,,4.343515318412276,
GDA,0,13 7 10 8 11 4 19 9 15 12 18 16 6 5 14 17 3 1 2 0,77.6555742483998,101,0.17367291450500488,,,,0.00776555742483998,,69.89001682355305
SA,1,14 16 18 9 19 4 8 5 12 10 6 13 7 3 17 11 15 2 1 0,34.88362701190674,40,0.2169959545135498,0.95,8.872620769116045e-65,1000,,,
RRT,1,14 16 18 17 13 15 11 4 19 5 7 3 9 8 12 10 6 1 0 2,40.407112649913316,47,0.16295576095581055,0.125,,,,6.3721190864695485,
GDA,1,13 7 10 8 11 4 19 9 15 12 18 16 6 5 14 17 3 1 2 0,77.6555742483998,101,0.22180747985839844,,,,0.00776555742483998,,69.89001682355305
SA,2,14 16 18 11 17 7 8 4 3 9 19 5 12 6 13 15 0 2 1 10,33.553673389616705,42,0.3247675895690918,0.95,5.604978836589673e-92,1000,,,
RRT,2,16 14 18 9 4 19 8 5 12 17 3 11 15 13 7 6 10 1 2 0,41.35576296690631,48,0.197662353515625,0.125,,,,2.419861257548872,
GDA,2,13 7 10 8 11 4 19 9 15 12 18 16 6 5 14 17 3 1 2 0,77.6555742483998,101,0.18815851211547852,,,,0.00776555742483998,,69.89001682355305
